employee_id,employee_name,department,designation,grade,location,manager_name,is_manager,is_fresher,total_prior_exp_years,current_tenure_years,employee_scd_version,completeness_rate,effectiveness_score,engagement_score,skill_gap_index,verified_certs,eng_sig_completion_rate,eng_sig_pass_rate,eng_sig_avg_score,eng_sig_feedback,eng_sig_speed,total_courses,completed_courses,passed_courses,avg_learning_days,avg_days_to_complete,skills,skill_categories,distinct_skill_count,ready_skill_count,certifications,cert_vendors,total_certs,verified_cert_count,completed_course_ids,completed_course_domains,is_first_time_voucher,voucher_eligibility,agent_context_text,_view_refreshed_ts
E10037,Rohan Pillai,Bi & Analytics,Senior Analyst,P2,Bangalore,Priya Sharma,false,false,3.03,6.82,1,50.00,76,49.9,0.00,1,50.00,50.00,38,82,25,4,2,2,94,24,Tableau,Visualization & BI,1,1,"Azure Synapse Analytics Certification, Cloud Native Architecture Certificate","Coursera, Microsoft",2,1,C1161_MS,Microsoft / Office,true,100% Free — First Timer,"Rohan Pillai (E10037) is a Senior Analyst in Bi & Analytics at grade P2, reporting to Priya Sharma. Tenure: 6.8 yrs. Completed 2/4 courses. Effectiveness score: 76.0/100. Engagement score: 49.9/100 (completion=50.00%, pass=50.00%, score=38.0, feedback=82.0, speed=25.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Tableau. Certifications: Azure Synapse Analytics Certification, Cloud Native Architecture Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10085,Rohan Rao,Digital Engineering,Software Engineer,P1,Mumbai,Anjali Patel,false,false,2.04,5.65,1,50.00,78,49.6,0.00,1,50.00,50.00,39,86,14,4,2,2,206,20,React,Programming,1,1,"Healthcare Analytics Certificate, Azure OpenAI Architect Certification","Coursera, Microsoft",2,1,C1301_CR,Core / Compliance,true,100% Free — First Timer,"Rohan Rao (E10085) is a Software Engineer in Digital Engineering at grade P1, reporting to Anjali Patel. Tenure: 5.7 yrs. Completed 2/4 courses. Effectiveness score: 78.0/100. Engagement score: 49.6/100 (completion=50.00%, pass=50.00%, score=39.0, feedback=86.0, speed=14.0). Skill gap index: 0.00%. Verified certs: 1. Skills: React. Certifications: Healthcare Analytics Certificate, Azure OpenAI Architect Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10458,Rohan Singh,Enterprise Applications,Senior Developer,P2,Hyderabad,Rohan Joshi,false,false,5,8.47,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Databricks,Data & Analytics,1,1,None,None,0,0,None,None,true,Not Eligible,"Rohan Singh (E10458) is a Senior Developer in Enterprise Applications at grade P2, reporting to Rohan Joshi. Tenure: 8.5 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Databricks. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10161,Rohan Singh,Ai & Data Science,Senior Data Scientist,P2,Hyderabad,Neha Singh,false,false,5.04,8.3,1,100.00,92,93.5,0.00,1,100.00,100.00,92,94,60,2,2,2,394,25,Deep Learning,Data & Analytics,1,1,Azure OpenAI Architect Certification,Microsoft,1,1,C1251_MS,Microsoft / Office,true,100% Free — First Timer,"Rohan Singh (E10161) is a Senior Data Scientist in Ai & Data Science at grade P2, reporting to Neha Singh. Tenure: 8.3 yrs. Completed 2/2 courses. Effectiveness score: 92.0/100. Engagement score: 93.5/100 (completion=100.00%, pass=100.00%, score=92.0, feedback=94.0, speed=60.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Deep Learning. Certifications: Azure OpenAI Architect Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10047,Rohan Tiwari,Bi & Analytics,Analyst,P1,Mumbai,Karan Gupta,false,false,2.04,4.51,1,50.00,88,50.5,100.00,2,50.00,50.00,44,82,19,4,2,2,118,26,SQL,Data & Analytics,1,0,"Cloud Native Architecture Certificate, Azure Data Factory Certification","Coursera, Microsoft",2,2,C1171_MS,Microsoft / Office,true,100% Free — First Timer,"Rohan Tiwari (E10047) is a Analyst in Bi & Analytics at grade P1, reporting to Karan Gupta. Tenure: 4.5 yrs. Completed 2/4 courses. Effectiveness score: 88.0/100. Engagement score: 50.5/100 (completion=50.00%, pass=50.00%, score=44.0, feedback=82.0, speed=19.0). Skill gap index: 100.00%. Verified certs: 2. Skills: SQL. Certifications: Cloud Native Architecture Certificate, Azure Data Factory Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10391,Rohan Verma,Digital Engineering,Senior Engineer,P2,Hyderabad,Anjali Patel,false,false,5,9.01,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Power Apps,Visualization & BI,1,1,None,None,0,0,None,None,true,Not Eligible,"Rohan Verma (E10391) is a Senior Engineer in Digital Engineering at grade P2, reporting to Anjali Patel. Tenure: 9.0 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Power Apps. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10228,Rohan Verma,Cloud & Platform,Contractor,P1,Hyderabad,Vikram Rao,false,false,2.02,4.74,1,100.00,76,70.8,0.00,1,100.00,100.00,76,0,6,1,1,1,552,26,Full Stack,Programming,1,1,Delta Lake Core Certification,Databricks,1,1,C1021_DB,Data & BI,true,100% Free — First Timer,"Rohan Verma (E10228) is a Contractor in Cloud & Platform at grade P1, reporting to Vikram Rao. Tenure: 4.7 yrs. Completed 1/1 courses. Effectiveness score: 76.0/100. Engagement score: 70.8/100 (completion=100.00%, pass=100.00%, score=76.0, feedback=0.0, speed=6.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Full Stack. Certifications: Delta Lake Core Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10448,Sai Bose,Bi & Analytics,Analyst,P1,Mumbai,Priya Sharma,false,false,2,3.62,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Machine Learning,Data & Analytics,1,1,None,None,0,0,None,None,true,Not Eligible,"Sai Bose (E10448) is a Analyst in Bi & Analytics at grade P1, reporting to Priya Sharma. Tenure: 3.6 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Machine Learning. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10333,Sai Iyer,Data Engineering,Data Engineer,P1,Mumbai,Sneha Iyer,false,false,2.04,5.12,1,0.00,0,0,100.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Power BI,Visualization & BI,1,0,None,None,0,0,None,None,true,Not Eligible,"Sai Iyer (E10333) is a Data Engineer in Data Engineering at grade P1, reporting to Sneha Iyer. Tenure: 5.1 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 100.00%. Verified certs: 0. Skills: Power BI. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10103,Sai Jain,Enterprise Applications,Developer,P1,Mumbai,Rohan Joshi,false,false,2.04,5.67,1,100.00,85,90.25,0.00,1,100.00,100.00,85,80,62.5,2,2,2,251,20,Power Apps,Visualization & BI,1,1,Cloud Native Architecture Certificate,Coursera,1,1,C1401_CR,Core / Compliance,true,100% Free — First Timer,"Sai Jain (E10103) is a Developer in Enterprise Applications at grade P1, reporting to Rohan Joshi. Tenure: 5.7 yrs. Completed 2/2 courses. Effectiveness score: 85.0/100. Engagement score: 90.25/100 (completion=100.00%, pass=100.00%, score=85.0, feedback=80.0, speed=62.5). Skill gap index: 0.00%. Verified certs: 1. Skills: Power Apps. Certifications: Cloud Native Architecture Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10141,Sai Joshi,Bi & Analytics,Analyst,P1,Noida,Priya Sharma,false,false,2.02,5.49,1,100.00,81,91.05,100.00,1,100.00,100.00,81,94,57.5,2,2,2,341,26,Power BI,Visualization & BI,1,0,Azure OpenAI Architect Certification,Microsoft,1,1,C1251_MS,Microsoft / Office,true,100% Free — First Timer,"Sai Joshi (E10141) is a Analyst in Bi & Analytics at grade P1, reporting to Priya Sharma. Tenure: 5.5 yrs. Completed 2/2 courses. Effectiveness score: 81.0/100. Engagement score: 91.05/100 (completion=100.00%, pass=100.00%, score=81.0, feedback=94.0, speed=57.5). Skill gap index: 100.00%. Verified certs: 1. Skills: Power BI. Certifications: Azure OpenAI Architect Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10179,Sai Mishra,Cloud & Platform,Contractor,P1,Hyderabad,Vikram Rao,false,false,2.02,5.32,1,100.00,93,75.2,100.00,1,100.00,100.00,93,0,16,1,1,1,436,25,AWS,Cloud & DevOps,1,0,Azure Data Fundamentals DP-900,Microsoft,1,1,C1151_MS,Microsoft / Office,true,100% Free — First Timer,"Sai Mishra (E10179) is a Contractor in Cloud & Platform at grade P1, reporting to Vikram Rao. Tenure: 5.3 yrs. Completed 1/1 courses. Effectiveness score: 93.0/100. Engagement score: 75.2/100 (completion=100.00%, pass=100.00%, score=93.0, feedback=0.0, speed=16.0). Skill gap index: 100.00%. Verified certs: 1. Skills: AWS. Certifications: Azure Data Fundamentals DP-900. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10371,Sai Pandey,Ai & Data Science,Data Scientist,P1,Noida,Neha Singh,false,false,2.01,6.3,1,0.00,0,0,100.00,0,0.00,0.00,0,0,0,0,0,0,0,0,AWS,Cloud & DevOps,1,0,None,None,0,0,None,None,true,Not Eligible,"Sai Pandey (E10371) is a Data Scientist in Ai & Data Science at grade P1, reporting to Neha Singh. Tenure: 6.3 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 100.00%. Verified certs: 0. Skills: AWS. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10218,Sai Patel,Domain Consulting,Senior Consultant,P2,Mumbai,Meera Reddy,false,false,5,7.81,1,100.00,94,74.3,0.00,1,100.00,100.00,94,0,5,1,1,1,525,21,Databricks,Data & Analytics,1,1,Databricks SQL Certification,Databricks,1,1,C1031_DB,Data & BI,true,100% Free — First Timer,"Sai Patel (E10218) is a Senior Consultant in Domain Consulting at grade P2, reporting to Meera Reddy. Tenure: 7.8 yrs. Completed 1/1 courses. Effectiveness score: 94.0/100. Engagement score: 74.3/100 (completion=100.00%, pass=100.00%, score=94.0, feedback=0.0, speed=5.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Databricks. Certifications: Databricks SQL Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10410,Sai Reddy,Enterprise Applications,Senior Developer,P2,Hyderabad,Rohan Joshi,false,false,5,8.47,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Databricks,Data & Analytics,1,1,None,None,0,0,None,None,true,Not Eligible,"Sai Reddy (E10410) is a Senior Developer in Enterprise Applications at grade P2, reporting to Rohan Joshi. Tenure: 8.5 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Databricks. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10294,Sai Shah,Digital Engineering,Senior Engineer,P2,Hyderabad,Anjali Patel,false,false,5,9.01,1,100.00,78,74.75,100.00,1,100.00,100.00,78,0,41.5,1,1,1,710,24,Salesforce,Enterprise Apps,1,0,Enterprise Agile Frameworks Certificate,Coursera,1,1,C1431_CR,Core / Compliance,true,100% Free — First Timer,"Sai Shah (E10294) is a Senior Engineer in Digital Engineering at grade P2, reporting to Anjali Patel. Tenure: 9.0 yrs. Completed 1/1 courses. Effectiveness score: 78.0/100. Engagement score: 74.75/100 (completion=100.00%, pass=100.00%, score=78.0, feedback=0.0, speed=41.5). Skill gap index: 100.00%. Verified certs: 1. Skills: Salesforce. Certifications: Enterprise Agile Frameworks Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10486,Sai Singh,Cloud & Platform,Cloud Engineer,P1,Noida,Vikram Rao,false,false,2.02,5.79,1,0.00,0,0,100.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Salesforce,Enterprise Apps,1,0,None,None,0,0,None,None,true,Not Eligible,"Sai Singh (E10486) is a Cloud Engineer in Cloud & Platform at grade P1, reporting to Vikram Rao. Tenure: 5.8 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 100.00%. Verified certs: 0. Skills: Salesforce. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10027,Sai Singh,Digital Engineering,Software Engineer,P1,Bangalore,Anjali Patel,false,false,1.71,4.14,1,50.00,88,56.15,0.00,2,50.00,50.00,44,94,57.5,4,2,2,72,26,React,Programming,1,1,"Cloud Native Architecture Certificate, Full Stack Web Development Certificate",Coursera,2,2,C1411_CR,Core / Compliance,true,100% Free — First Timer,"Sai Singh (E10027) is a Software Engineer in Digital Engineering at grade P1, reporting to Anjali Patel. Tenure: 4.1 yrs. Completed 2/4 courses. Effectiveness score: 88.0/100. Engagement score: 56.15/100 (completion=50.00%, pass=50.00%, score=44.0, feedback=94.0, speed=57.5). Skill gap index: 0.00%. Verified certs: 2. Skills: React. Certifications: Cloud Native Architecture Certificate, Full Stack Web Development Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10065,Sai Verma,Ai & Data Science,Senior Data Scientist,P2,Pune,Neha Singh,false,false,4.79,9.07,1,50.00,93,50.5,0.00,2,50.00,50.00,46.5,84,11,4,2,2,158,25,Python,Programming,1,1,"Azure OpenAI Architect Certification, Healthcare Analytics Certificate","Coursera, Microsoft",2,2,C1301_CR,Core / Compliance,true,100% Free — First Timer,"Sai Verma (E10065) is a Senior Data Scientist in Ai & Data Science at grade P2, reporting to Neha Singh. Tenure: 9.1 yrs. Completed 2/4 courses. Effectiveness score: 93.0/100. Engagement score: 50.5/100 (completion=50.00%, pass=50.00%, score=46.5, feedback=84.0, speed=11.0). Skill gap index: 0.00%. Verified certs: 2. Skills: Python. Certifications: Azure OpenAI Architect Certification, Healthcare Analytics Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10256,Sai Yadav,Bi & Analytics,Trainee,P1,Noida,Priya Sharma,false,true,0.53,2.84,1,100.00,86,72.7,0.00,1,100.00,100.00,86,0,5,1,1,1,618,25,Machine Learning,Data & Analytics,1,1,Databricks Lakehouse Fundamentals Certification,Databricks,1,1,C1001_DB,Data & BI,true,100% Free — First Timer,"Sai Yadav (E10256) is a Trainee in Bi & Analytics at grade P1, reporting to Priya Sharma. Tenure: 2.8 yrs. Completed 1/1 courses. Effectiveness score: 86.0/100. Engagement score: 72.7/100 (completion=100.00%, pass=100.00%, score=86.0, feedback=0.0, speed=5.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Machine Learning. Certifications: Databricks Lakehouse Fundamentals Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10095,Shaurya Banerjee,Bi & Analytics,Contractor,P1,Hyderabad,Priya Sharma,false,false,2,4.06,1,75.00,86.33,68.9,100.00,2,75.00,75.00,64.75,84,21,4,3,3,162.67,18.67,SQL,Data & Analytics,1,0,"Healthcare Analytics Certificate, Azure OpenAI Architect Certification","Coursera, Microsoft",2,2,"C1161_MS, C1301_CR","Microsoft / Office, Core / Compliance",true,100% Free — First Timer,"Shaurya Banerjee (E10095) is a Contractor in Bi & Analytics at grade P1, reporting to Priya Sharma. Tenure: 4.1 yrs. Completed 3/4 courses. Effectiveness score: 86.33/100. Engagement score: 68.9/100 (completion=75.00%, pass=75.00%, score=64.75, feedback=84.0, speed=21.0). Skill gap index: 100.00%. Verified certs: 2. Skills: SQL. Certifications: Healthcare Analytics Certificate, Azure OpenAI Architect Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10286,Shaurya Bose,Bi & Analytics,Analyst,P1,Noida,Priya Sharma,false,false,2,6.34,1,100.00,88,73.25,0.00,1,100.00,100.00,88,0,6.5,1,1,1,689,20,Tableau,Visualization & BI,1,1,Databricks Lakehouse Fundamentals Certification,Databricks,1,1,C1001_DB,Data & BI,true,100% Free — First Timer,"Shaurya Bose (E10286) is a Analyst in Bi & Analytics at grade P1, reporting to Priya Sharma. Tenure: 6.3 yrs. Completed 1/1 courses. Effectiveness score: 88.0/100. Engagement score: 73.25/100 (completion=100.00%, pass=100.00%, score=88.0, feedback=0.0, speed=6.5). Skill gap index: 0.00%. Verified certs: 1. Skills: Tableau. Certifications: Databricks Lakehouse Fundamentals Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10478,Shaurya Dubey,Data Engineering,Data Engineer,P1,Mumbai,Sneha Iyer,false,false,2.04,5.12,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Tableau,Visualization & BI,1,1,None,None,0,0,None,None,true,Not Eligible,"Shaurya Dubey (E10478) is a Data Engineer in Data Engineering at grade P1, reporting to Sneha Iyer. Tenure: 5.1 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Tableau. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10019,Shaurya Dubey,Bi & Analytics,Senior Analyst,P2,Hyderabad,Priya Sharma,false,false,4.12,6.52,1,50.00,94,53.2,100.00,2,50.00,50.00,47,92,25,4,2,2,51,24,Tableau,Visualization & BI,1,0,"Azure Synapse Analytics Certification, Healthcare Analytics Certificate","Microsoft, Coursera",2,2,C1161_MS,Microsoft / Office,true,100% Free — First Timer,"Shaurya Dubey (E10019) is a Senior Analyst in Bi & Analytics at grade P2, reporting to Priya Sharma. Tenure: 6.5 yrs. Completed 2/4 courses. Effectiveness score: 94.0/100. Engagement score: 53.2/100 (completion=50.00%, pass=50.00%, score=47.0, feedback=92.0, speed=25.0). Skill gap index: 100.00%. Verified certs: 2. Skills: Tableau. Certifications: Azure Synapse Analytics Certification, Healthcare Analytics Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10440,Shaurya Iyer,Digital Engineering,Senior Engineer,P2,Hyderabad,Anjali Patel,false,false,5,9.01,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Supply Chain,Domain / Industry,1,1,None,None,0,0,None,None,true,Not Eligible,"Shaurya Iyer (E10440) is a Senior Engineer in Digital Engineering at grade P2, reporting to Anjali Patel. Tenure: 9.0 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Supply Chain. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10402,Shaurya Jain,Bi & Analytics,Trainee,P1,Noida,Priya Sharma,false,true,0.53,2.84,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Azure,Cloud & DevOps,1,1,None,None,0,0,None,None,true,Not Eligible,"Shaurya Jain (E10402) is a Trainee in Bi & Analytics at grade P1, reporting to Priya Sharma. Tenure: 2.8 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: Azure. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10171,Shaurya Menon,Data Engineering,Contractor,P1,Noida,Sneha Iyer,false,false,2.02,4.79,1,100.00,83,91.75,0.00,1,100.00,100.00,83,96,57.5,1,1,1,418,26,ETL,Data & Analytics,1,1,Azure OpenAI Architect Certification,Microsoft,1,1,C1251_MS,Microsoft / Office,true,100% Free — First Timer,"Shaurya Menon (E10171) is a Contractor in Data Engineering at grade P1, reporting to Sneha Iyer. Tenure: 4.8 yrs. Completed 1/1 courses. Effectiveness score: 83.0/100. Engagement score: 91.75/100 (completion=100.00%, pass=100.00%, score=83.0, feedback=96.0, speed=57.5). Skill gap index: 0.00%. Verified certs: 1. Skills: ETL. Certifications: Azure OpenAI Architect Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10363,Shaurya Pillai,Domain Consulting,Senior Consultant,P2,Mumbai,Meera Reddy,false,false,5.01,7.64,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,ETL,Data & Analytics,1,1,None,None,0,0,None,None,true,Not Eligible,"Shaurya Pillai (E10363) is a Senior Consultant in Domain Consulting at grade P2, reporting to Meera Reddy. Tenure: 7.6 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: ETL. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10248,Shaurya Rao,Enterprise Applications,Developer,P1,Mumbai,Rohan Joshi,false,false,2.02,6.15,1,100.00,90,73.6,0.00,1,100.00,100.00,90,0,6,1,1,1,599,25,Supply Chain,Domain / Industry,1,1,Delta Lake Core Certification,Databricks,1,1,C1021_DB,Data & BI,true,100% Free — First Timer,"Shaurya Rao (E10248) is a Developer in Enterprise Applications at grade P1, reporting to Rohan Joshi. Tenure: 6.2 yrs. Completed 1/1 courses. Effectiveness score: 90.0/100. Engagement score: 73.6/100 (completion=100.00%, pass=100.00%, score=90.0, feedback=0.0, speed=6.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Supply Chain. Certifications: Delta Lake Core Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10057,Shaurya Reddy,Domain Consulting,Trainee,P1,Hyderabad,Meera Reddy,false,true,0.49,2.77,1,50.00,83,49,0.00,2,50.00,50.00,41.5,84,6,4,2,2,140,26,Retail Insights,Domain / Industry,1,1,"Delta Lake Core Certification, Cloud Native Architecture Certificate","Databricks, Coursera",2,2,C1021_DB,Data & BI,true,100% Free — First Timer,"Shaurya Reddy (E10057) is a Trainee in Domain Consulting at grade P1, reporting to Meera Reddy. Tenure: 2.8 yrs. Completed 2/4 courses. Effectiveness score: 83.0/100. Engagement score: 49.0/100 (completion=50.00%, pass=50.00%, score=41.5, feedback=84.0, speed=6.0). Skill gap index: 0.00%. Verified certs: 2. Skills: Retail Insights. Certifications: Delta Lake Core Certification, Cloud Native Architecture Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10133,Shaurya Sharma,Digital Engineering,Software Engineer,P1,Mumbai,Anjali Patel,false,false,2,5.98,1,100.00,89,91.05,0.00,1,100.00,100.00,89,80,62.5,2,2,2,319,20,JavaScript,Programming,1,1,Cloud Native Architecture Certificate,Coursera,1,1,C1401_CR,Core / Compliance,true,100% Free — First Timer,"Shaurya Sharma (E10133) is a Software Engineer in Digital Engineering at grade P1, reporting to Anjali Patel. Tenure: 6.0 yrs. Completed 2/2 courses. Effectiveness score: 89.0/100. Engagement score: 91.05/100 (completion=100.00%, pass=100.00%, score=89.0, feedback=80.0, speed=62.5). Skill gap index: 0.00%. Verified certs: 1. Skills: JavaScript. Certifications: Cloud Native Architecture Certificate. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10325,Shaurya Singh,Cloud & Platform,Contractor,P1,Hyderabad,Vikram Rao,false,false,2,4.49,1,0.00,0,0,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,JavaScript,Programming,1,1,None,None,0,0,None,None,true,Not Eligible,"Shaurya Singh (E10325) is a Contractor in Cloud & Platform at grade P1, reporting to Vikram Rao. Tenure: 4.5 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 0.00%. Verified certs: 0. Skills: JavaScript. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
E10210,Shaurya Tiwari,Ai & Data Science,Senior Data Scientist,P2,Hyderabad,Neha Singh,false,false,5.04,7.89,1,100.00,78,72.5,0.00,1,100.00,100.00,78,0,19,1,1,1,508,26,Azure,Cloud & DevOps,1,1,Azure Data Factory Certification,Microsoft,1,1,C1171_MS,Microsoft / Office,true,100% Free — First Timer,"Shaurya Tiwari (E10210) is a Senior Data Scientist in Ai & Data Science at grade P2, reporting to Neha Singh. Tenure: 7.9 yrs. Completed 1/1 courses. Effectiveness score: 78.0/100. Engagement score: 72.5/100 (completion=100.00%, pass=100.00%, score=78.0, feedback=0.0, speed=19.0). Skill gap index: 0.00%. Verified certs: 1. Skills: Azure. Certifications: Azure Data Factory Certification. First-time voucher applicant: true. Voucher eligibility: 100% Free — First Timer.",2026-06-10T12:52:39.922Z
E10366,Shruti Chatterjee,Data Engineering,Data Engineer,P1,Pune,Amit Desai,false,false,2,6.4,1,0.00,0,0,100.00,0,0.00,0.00,0,0,0,0,0,0,0,0,Tableau,Visualization & BI,1,0,None,None,0,0,None,None,true,Not Eligible,"Shruti Chatterjee (E10366) is a Data Engineer in Data Engineering at grade P1, reporting to Amit Desai. Tenure: 6.4 yrs. Completed 0/0 courses. Effectiveness score: 0.0/100. Engagement score: 0.0/100 (completion=0.00%, pass=0.00%, score=0.0, feedback=0.0, speed=0.0). Skill gap index: 100.00%. Verified certs: 0. Skills: Tableau. Certifications: None. First-time voucher applicant: true. Voucher eligibility: Not Eligible.",2026-06-10T12:52:39.922Z
